"content","cmp_code"
"Dabei setzen wir auf das Leitbild des Ökolandbaus und eine naturverträgliche bäuerliche Landwirtschaft, auf gentechnikfreie Lebens- und Futtermittel, regionale Verarbeitung und Vermarktung und tiergerechte Tierhaltung sowie auf dezentrale Agrarstrukturen mit all ihren regionalen Unterschieden.","416"
"Den Anfang dieser Agrarwende haben wir unter der grünen Landwirtschaftsministerin Renate Künast gemacht.","305"
"Doch mit Schwarz-Rot und Schwarz-Gelb kam der Rückfall zu einer Agrarpolitik, die auf Masse statt Klasse ausgerichtet ist, auf Billigproduktion und Agrarüberschüsse für den Export.","305"
"Das wollen wir ändern und die grüne Agrarwende weiterentwickeln.","305"
"Die bisherige Agrarförderung beschleunigt den Strukturwandel, begünstigt große Betriebe und verschärft die Nachfrage nach den ohnehin knappen Flächen.","416"
"Deshalb wollen wir sie grundlegend umgestalten.","416"
"Fehlentwicklungen wie Grünlandumbruch, die Förderung von Stallneubauten ohne zusätzliche Tierschutzanforderungen oder die Ausbreitung von Mais-Monokulturen dürfen nicht länger subventioniert werden.","416"
"Stattdessen sollten die Agrarzahlungen an ökologische und soziale Leistungen geknüpft werden wie den Klima- und Umweltschutz, Schaffung und Erhalt von Arbeitsplätzen, artgemäße Tierhaltung oder regionale Wertschöpfung.","416"
"Nur durch eine solche Förderung werden wir die bäuerlichen Strukturen gegen weitere Industrialisierung der Landwirtschaft schützen.","703"
"Öffentliches Geld für öffentliche Leistung – das ist fair für alle.","503"
"Das ist auch unsere Leitlinie für eine ökologische Agrarreform und ihre Umsetzung in Deutschland.","501"
"Die schwarz-gelbe Bundesregierung hat alles versucht, die von der EU-Kommission beabsichtigte Reform der Gemeinsamen Agrarpolitik und das „Greening“ im Interesse der Agrarindustrie und des Bauernverbandes zu blockieren.","108"
"Diese Blockade geht zu Lasten der bäuerlichen Betriebe","703"
"und der Umwelt.","501"
"Wir wollen, dass Deutschland künftig nationale Gestaltungsmöglichkeiten nutzt, um übermäßige Kürzungen bei der 2. Säule und die ungerechte Verteilung der Agrarzahlungen abzumildern.","703"
"Insbesondere brauchen wir die Umwidmung von 15 % der Gelder aus der Basisprämie zugunsten der 2. Säule in Kombination mit einer Degression der Direktzahlungen.","407"
"Die verbleibenden EU-Exportsubventionen und andere handelsverzerrende Zahlungen, die zu Agrardumping der EU in Entwicklungsländern führen, wollen wir streichen.","407"
"Stattdessen setzen wir uns auf EU-Ebene dafür ein, dass die Förderung des Ökolandbaus","416"
"sowie die Umsetzung der FFH - und der Wasserrahmenrichtlinie gestärkt werden.","501"
"Wir lehnen den Anbau und Import von gentechnisch veränderten Pflanzen ebenso ab wie gentechnisch veränderte oder geklonte Tiere.","501"
"Die Agrogentechnik hat keines ihrer Versprechen eingelöst.","501"
"Statt Erträge zu steigern, hat sie den Einsatz von Pestiziden und die Gefahren für Umwelt, Menschen und Tiere erhöht.","501"
"Agrogentechnik macht unsere Ernährung und unser Saatgut abhängig von einer kleinen Zahl von Großkonzernen und beendet die freie Landwirtschaft und den Ökolandbau.","403"
"Agrogentechnik reduziert die Vielfalt der Pflanzensorten, weil die Gentechnik-Konzerne immer mehr Züchter aufkaufen.","501"
"Die Weiterentwicklung konventioneller Sorten wird vernachlässigt.","501"
"Es gibt einen hohen Forschungsbedarf für eine tier- und umweltverträgliche Landwirtschaft, die die Herausforderungen des Klimawandels berücksichtigt.","416"
"Patente auf Pflanzen, Tiere und Menschen lehnen wir strikt ab, weil sie BäuerInnen und VerbraucherInnen in eine Abhängigkeit von Agrarkonzernen führen.","403"
"Wir wollen im Interesse der großen Mehrheit der Verbraucherinnen und Verbraucher unsere gentechnikfreie Land- und Lebensmittelwirtschaft und die Imkerei vor gentechnischen Verunreinigungen wirksam schützen.","501"
"Den Flächenanteil des Ökolandbaus wollen wir deutlich ausbauen, damit die Erzeugung von Biolebensmitteln der steigenden Verbrauchernachfrage nicht länger hinterherhinkt.","416"
"Mittelfristig wollen wir für ganz Deutschland eine ökologische Landwirtschaft mit anspruchsvollen Standards, die über das EU-Bio-Siegel hinausgehen.","416"
"Die Teilumstellung von Betrieben wollen wir nicht mehr zulassen,","501"
"bei Legehennenbetrieben bedarf es klarer Bestandsobergrenzen.","501"
"Zum Schutz der natürlichen Ressourcen, insbesondere der Bienen, die einen der wichtigsten Beiträge zum Erhalt der Biodiversität leisten, muss der Pestizideinsatz drastisch reduziert werden.","501"
"Wir werden den unverbindlichen Nationalen Aktionsplan zur nachhaltigen Anwendung von Pflanzenschutzmitteln zu einem wirksamen Pestizid-Reduktionsprogramm ausbauen und eine grundlegende Verschärfung der Risikobewertung und Zulassungsverfahren bei Pestiziden anstreben.","501"
"Für Wirkstoffe wie die bienengiftigen Neonicotinoide oder Glyphosat, die Umwelt und Menschen gefährden, fordern wir ein Anwendungsmoratorium.","501"
"Wir werden die Entwicklung alternativer, biologischer Pflanzenschutzmittel unterstützen, um Pestizide zu ersetzen.","501"
"Wir möchten die Verwendung von Nutzhanf und Mohn für Agrarbetriebe liberalisieren.","703"
"Unsere Vision ist der klimaneutrale Bauernhof, der von fossilen Energieträgern unabhängig wird, die Emissionen aus Düngung und Viehwirtschaft senkt und den Kohlenstoffschatz unserer Böden mehrt.","416"
"Dazu wollen wir zum Beispiel den Erhalt von Grünland fördern sowie den Einsatz von nachhaltig erzeugtem, heimischem Pflanzenöl und von Leguminosenpflanzen, die den Stickstoff aus der Luft binden, voranbringen.","501"
"Auch um die aus Überdüngung resultierenden Emissionen und Nitratbelastungen von Böden, Gewässern und Grundwasser zu reduzieren, muss die Tierhaltung eng an die heimische Produktion von Futter gebunden werden.","501"
"Der Klimawandel wird die Landwirtschaft zu großen Anpassungsleistungen zwingen.","703"
"Dabei wollen wir sie frühzeitig unterstützen.","703"
"Wer hochwertige Lebensmittel produziert sowie landschaftspflegerische, d. h. öffentliche Aufgaben übernimmt, verdient dafür auch einen auskömmlichen Lohn.","703"
"Daher unterstützen wir zum Beispiel Milchbäuerinnen und Milchbauern in ihrem Kampf für einen fairen Milchpreis und den Stopp der Überproduktion.","703"
"Wir wollen die ErzeugerInnen gegenüber den Großmolkereien, der Ernährungsindustrie und dem Handel stärken.","703"
"Auch international hat Preisdumping fatale soziale Folgen.","407"
"Deshalb lehnen wir die exportorientierte Agrarpolitik der Bundesregierung ab.","407"
"Aber auch umgekehrt gilt: Die riesigen Futtermittelimporte sind ebenso schädlich.","408"
"Spekulation mit landwirtschaftlichen Flächen wollen wir wirksam entgegenwirken.","403"
"Angesichts von immer mehr Höfen, die keine Hofnachfolger mehr haben, wollen wir die antiquierte Hofabgabeklausel in der Alterssicherung der Landwirte aufheben.","703"
"Die restlichen Flächen der Bodenverwertungs und -verwaltungs GmbH (BVVG) sollen zugunsten einer bäuerlichen Landwirtschaft privatisiert und verpachtet werden.","703"
"Mit einer Änderung der BVVG-Privatisierungsgrundsätze wollen wir zu einer breiten Eigentumsstreuung bei den landwirtschaftlichen Nutzflächen und zu besseren Chancen von JunglandwirtInnen und Neu- und QuereinsteigerInnen auf dem Bodenmarkt beitragen.","703"
"Gesellschaftliche Teilhabe muss auf dem Land gewährleistet sein.","503"
"Regional und Bio ist erste Wahl!","501"
"Große Chancen für die ländliche Entwicklung bieten dabei die Erneuerbaren Energien, die ökologische Lebensmittelwirtschaft und der nachhaltige Tourismus.","416"
"Wir wollen Anreize für die grünen Berufe schaffen – besonders in den ländlichen Regionen.","416"
"5. Massentierhaltung – nein danke!",NA
"In der Massentierhaltung werden billiges Fleisch, Milchprodukte und Eier durch millionenfaches Tierleid und den massiven Einsatz von Antibiotika erkauft.","501"
"Massentierhaltung fördert Artensterben und Klimawandel, weil für den großflächigen Anbau von Futtermitteln Regenwald gerodet und Grünland umgebrochen wird.","501"
"Fast ein Drittel der Weltgetreideernte landet im Futtertrog.","501"
"Zur Erzeugung von einem Kilogramm Rindfleisch werden zudem 15.000 Liter Süßwasser verbraucht.","501"
"Damit steht die Massentierhaltung immer mehr in Konkurrenz zur Ernährung der Weltbevölkerung.","501"
"Durch die von Großunternehmen vorangetriebene industrielle Tierproduktion sowie Dumping-Fleischexporte werden zum Beispiel in Afrika die Absatzmärkte für die lokalen ErzeugerInnen zerstört.","107"
"Auch in Deutschland und Europa werden kleine und mittelständische Betriebe durch unfairen Dumping-Wettbewerb und Preisverfall als Folge von Überproduktion in den Ruin getrieben.","403"
"Wir GRÜNE halten dieses System der Massentierhaltung für nicht verantwortbar.","501"
"Deshalb wollen wir die Errichtung neuer Riesenställe und Megamastanlagen stoppen.","501"
"Die Tierzucht ist auf Gesundheit und Lebensleistung auszurichten und nicht als Qualzucht auf immer mehr Milchleistung, Fleischansatz, Eier- oder Ferkelzahl ohne Rücksicht auf die physiologischen Grenzen des Lebewesens.","416"
"Die Subventionierung der Massentierhaltung gehört abgeschafft, genau wie ihre Privilegien im Baurecht.","501"
"Wir wollen allen Anlagen, die immissionsschutzrechtlich genehmigt werden müssen, die Privilegierung entziehen.","501"
"Wir wollen mit einem neuen Tierschutzgesetz für tiergerechte Haltungsbedingungen sorgen,","501"
"eine lückenlose Transparenz der Tierarzneimittelströme schaffen","501"
"und den Antibiotikamissbrauch durch strengere Haltungs- und Behandlungsvorschriften und verbindliche Antibiotikaleitlinien verhindern.","501"
"Das Kontrollsystem in der Tierhaltung muss deutlich verbessert werden.","501"
"Gülle aus Intensivtierhaltungen und Gärreste aus Biogasanlagen müssen auf ihre Belastung mit gefährlichen Keimen hin untersucht werden, um, falls nötig, Schutzmaßnahmen zu ergreifen.","501"
"Um Futtermittelimporte zu reduzieren, wollen wir die heimische Produktion steigern und die Tierhaltung stärker an die Erzeugung heimischer Futtermittel binden.","703"
"Zudem muss der Import von Biomasse, und somit auch Futtermitteln, an die Einhaltung von strengen Menschenrechts-, Umwelt- und Sozialstandards gebunden werden.","403"
"Unsere Konsumentscheidungen prägen die Welt.","501"
"Das zeigt sich besonders beim Thema Fleischkonsum.","501"
"Pro Kopf und Jahr essen wir Deutsche rund 60 Kilo Fleisch.","501"
"Dieser hohe Fleischverbrauch birgt nicht nur gesundheitliche Risiken.","501"
"Er erzwingt auch eine Massentierhaltung, die auf Mensch, Tiere und Umwelt keine Rücksicht nimmt.","501"
"Deshalb fordern wir mehr Verbraucheraufklärung zu den gesundheitlichen, sozialen und ökologischen Folgen des Fleischkonsums.","501"
"Öffentliche Kantinen sollen Vorreiterfunktionen übernehmen.","501"
"Angebote von vegetarischen und veganen Gerichten und ein „Veggie Day“ sollen zum Standard werden.","501"
"Wir wollen ein Label für vegetarische und vegane Produkte.","501"
"6. Schluss mit der Tierquälerei",NA
"Wir sind der Überzeugung, dass unsere Tiere ein Anrecht auf ein artgerechtes Leben ohne unnötiges Leiden haben.","501"
"Gemeinsam mit der Tierschutzbewegung haben wir dafür gesorgt, dass der Tierschutz als Staatsziel ins Grundgesetz aufgenommen wurde.","501"
"Tiere wollen wir um ihrer selbst willen schützen, deshalb werden wir das Tierschutzgesetz gründlich überarbeiten.","501"
"Damit die Rechte der Tiere besser vertreten werden können, fordern wir ein Verbandsklagerecht für anerkannte Tierschutzorganisationen und eine/n Bundesbeauftragte/n für Tierschutz.","501"
"Außerdem fordern wir Schwerpunkt-Staatsanwaltschaften für den Tierschutz, damit Verstöße gegen das Tierschutzgesetz effektiv verfolgt werden können.","605"
"Tierschutz und artgerechte Tierhaltung sollen in den Ställen Einzug halten.","501"
"Dazu gehören auch ausreichender Weidegang und Auslauf.","501"
"Die Käfighaltung von Legehennen, Kaninchen und anderen Tieren muss beendet werden.","501"
"Sie darf auch nicht mehr durch deutsche Exportbürgschaften für hier verbotene Käfighaltung in Drittländern gefördert werden.","501"
"Wir wollen verbindliche Zucht- und Haltungsvorschriften für alle Tierarten einführen.","501"
"Die Haltung von Schweinen und Rindern auf nacktem Beton und Vollspaltenböden, das Zusammenpferchen von Hühnern und Puten auf engstem Raum, Wassergeflügel ohne Zugang zu Wasser – das alles ist ein Skandal.","501"
"Die Haltung von Nutztieren muss sich zukünftig an den arteigenen, natürlichen Bedürfnissen einer Tierart und damit am Tierwohl orientieren.","501"
"Qualzuchten und die Praxis, Tiere etwa durch das Kupieren ihrer Schnäbel oder Schwänze an nicht artgerechte Haltungssysteme anzupassen oder durch Brandzeichen zu misshandeln, wollen wir verbieten.","501"
"Mit Schmerzen verbundene Eingriffe wie die Ferkelkastration dürfen nur mit Betäubung erfolgen oder müssen gänzlich unterbleiben.","501"
"Tiertransporte innerhalb Deutschlands wollen wir auf eine Dauer von höchstens vier Stunden begrenzen und wir wollen die Schlachtmethoden auf Schlachthöfen verbessern.","501"
"Dazu gehört die Überprüfung der CO2 -Betäubung ebenso wie die Beendigung der Akkordarbeit und des Einsatzes von unqualifiziertem Personal.","501"
"Verbraucherinnen und Verbraucher wollen wir es durch eine verbindliche Tierhaltungskennzeichnung erleichtern, sich für Produkte aus artgerechter Haltung zu entscheiden.","403"
"Tierversuche wollen wir konsequent reduzieren und langfristig komplett ersetzen.","501"
"Dafür werden wir die Entwicklung von Alternativen zum Tierversuch gesetzlich fördern und ihren Einsatz verpflichtend machen.","501"
"Wir fordern ein nationales Kompetenzzentrum für tierversuchsfreie Methoden.","411"
"Die Ethikkommission zur Bewertung von Tierversuchen wollen wir mindestens zur Hälfte mit Vertretern des Tierschutzes besetzen.","501"
"Versuche an Menschenaffen sollen strikt verboten werden.","501"
"Zum Schutz von Haustieren wollen wir einen Fachkundenachweis einführen.","501"
"Auch Wildtiere müssen wir besser schützen.","501"
"Dafür fordern wir ihre Haltung im Zirkus zu verbieten sowie eine Novelle der rechtlichen Vorgaben für die Zootierhaltung.","501"
"Den Import und die private Haltung regeln wir über die Einführung einer Positiv-Liste und ein Verbot von Wildtierbörsen.","501"
"Auf europäischer Ebene muss der Tierschutz durch Importverbote von unter tierquälerischen Bedingungen erzeugten Produkten, Jagdtrophäen und wild gefangenen Tieren gestärkt werden.","501"
"International wollen wir den Schutz bedrohter Arten im Sinne des Vorsorgeprinzips weiter voranbringen.","501"
"Wer GRÜN wählt ...",NA
"sorgt vor für eine intakte Umwelt und Natur sowie eingesundes Leben.","501"
"unterstützt den Erhalt der Artenvielfalt.","501"
"sagt „Nein danke“ zu Agrarfabriken, Massentierhaltungund Genfood.","501"
"fördert Ökolandbau, Regionalvermarktung und bäuerlicheLandwirtschaft.","703"
"stimmt für Tierschutz und artgerechte Tierhaltung.","501"
"schützt unsere Lebensgrundlagen und Ressourcen weltweit.","501"
"Schlüsselprojekte",NA
"Die Heimat von Storch und Laubfrosch schützen – Naturerbe bewahren",NA
